batch,K,mask,outcome,seamless,last_boundary_wait_cycles,note
1793,3,00,ok,0,23276,
1794,3,fe,ok,0,1,
1795,3,7f,ok,0,1,
1796,3,00,ok,0,23497,
1797,3,fe,ok,0,1,
1798,3,7f,ok,0,1,
1799,3,00,ok,0,23464,
1800,3,fe,ok,0,1,
1801,3,7f,ok,0,1,
1802,3,00,ok,0,23147,
1803,3,fe,ok,0,1,
1804,3,7f,ok,0,1,
1805,3,00,ok,0,23448,
1806,3,fe,ok,0,1,
1807,3,7f,ok,0,1,
1808,3,00,ok,0,23402,
1809,3,fe,ok,0,1,
1810,3,7f,ok,0,1,
1811,3,00,ok,0,23329,
1812,3,fe,ok,0,1,
1813,3,7f,ok,0,1,
1814,3,00,ok,0,23342,
1815,3,fe,ok,0,1,
1816,3,7f,ok,0,1,
1817,3,00,ok,0,23453,
1818,3,fe,ok,0,1,
1819,3,7f,ok,0,1,
1820,3,00,ok,0,23516,
1821,3,fe,ok,0,1,
1822,3,7f,ok,0,1,
1823,3,00,ok,0,23510,
1824,3,fe,ok,0,1,
1825,3,7f,ok,0,1,
1826,3,00,ok,0,23410,
1827,3,fe,ok,0,1,
1828,3,7f,ok,0,1,
1829,3,00,ok,0,23300,
1830,3,fe,ok,0,1,
1831,3,7f,ok,0,1,
1832,3,00,ok,0,23224,
1833,3,fe,ok,0,1,
1834,3,7f,ok,0,1,
1835,3,00,ok,0,23453,
1836,3,fe,ok,0,1,
1837,3,7f,ok,0,1,
1838,3,00,ok,0,23337,
1839,3,fe,ok,0,1,
1840,3,7f,ok,0,1,
1841,3,00,ok,0,23496,
1842,3,fe,ok,0,1,
1843,3,7f,ok,0,1,
1844,3,00,ok,0,23485,
1845,3,fe,ok,0,1,
1846,3,7f,ok,0,1,
1847,3,00,ok,0,23395,
1848,3,fe,ok,0,1,
1849,3,7f,ok,0,1,
1850,3,00,ok,0,23506,
1851,3,fe,ok,0,1,
1852,3,7f,ok,0,1,
1853,3,00,ok,0,23438,
1854,3,fe,ok,0,1,
1855,3,7f,ok,0,1,
1856,3,00,ok,0,23524,
1857,3,fe,ok,0,1,
1858,3,7f,ok,0,1,
1859,3,00,ok,0,23453,
1860,3,fe,ok,0,1,
1861,3,7f,ok,0,1,
1862,3,00,ok,0,23521,
1863,3,fe,ok,0,1,
1864,3,7f,ok,0,1,
1865,3,00,ok,0,23488,
1866,3,fe,ok,0,1,
1867,3,7f,ok,0,1,
1868,3,00,ok,0,23438,
1869,3,fe,ok,0,1,
1870,3,7f,ok,0,1,
1871,3,00,ok,0,23450,
1872,3,fe,ok,0,1,
1873,3,7f,ok,0,1,
1874,3,00,ok,0,23435,
1875,3,fe,ok,0,1,
1876,3,7f,ok,0,1,
1877,3,00,ok,0,23090,
1878,3,fe,ok,0,1,
1879,3,7f,ok,0,1,
1880,3,00,ok,0,23500,
1881,3,fe,ok,0,1,
1882,3,7f,ok,0,1,
1883,3,00,ok,0,23502,
1884,3,fe,ok,0,1,
1885,3,7f,ok,0,1,
1886,3,00,ok,0,23498,
1887,3,fe,ok,0,1,
1888,3,7f,ok,0,1,
1889,3,00,ok,0,23454,
1890,3,fe,ok,0,1,
1891,3,7f,ok,0,1,
1892,3,00,ok,0,23512,
1893,3,fe,ok,0,1,
1894,3,7f,ok,0,1,
1895,3,00,ok,0,23505,
1896,3,fe,ok,0,1,
1897,3,7f,ok,0,1,
1898,3,00,ok,0,23447,
1899,3,fe,ok,0,1,
1900,3,7f,ok,0,1,
1901,3,00,ok,0,23351,
1902,3,fe,ok,0,1,
1903,3,7f,ok,0,1,
1904,3,00,ok,0,23501,
1905,3,fe,ok,0,1,
1906,3,7f,ok,0,1,
1907,3,00,ok,0,23510,
1908,3,fe,ok,0,1,
1909,3,7f,ok,0,1,
1910,3,00,ok,0,23216,
1911,3,fe,ok,0,1,
1912,3,7f,ok,0,1,
1913,3,00,ok,0,23103,
1914,3,fe,ok,0,1,
1915,3,7f,ok,0,1,
1916,3,00,ok,0,23259,
1917,3,fe,ok,0,1,
1918,3,7f,ok,0,1,
1919,3,00,ok,0,23500,
1920,3,fe,ok,0,1,
1921,3,7f,ok,0,1,
1922,3,00,ok,0,23170,
1923,3,fe,ok,0,1,
1924,3,7f,ok,0,1,
1925,3,00,ok,0,23506,
1926,3,fe,ok,0,1,
1927,3,7f,ok,0,1,
1928,3,00,ok,0,23479,
1929,3,fe,ok,0,1,
1930,3,7f,ok,0,1,
1931,3,00,ok,0,23501,
1932,3,fe,ok,0,1,
1933,3,7f,ok,0,1,
1934,3,00,ok,0,23504,
1935,3,fe,ok,0,1,
1936,3,7f,ok,0,1,
1937,3,00,ok,0,23440,
1938,3,fe,ok,0,1,
1939,3,7f,ok,0,1,
1940,3,00,ok,0,23523,
1941,3,fe,ok,0,1,
1942,3,7f,ok,0,1,
1943,3,00,ok,0,23509,
1944,3,fe,ok,0,1,
1945,3,7f,ok,0,1,
1946,3,00,ok,0,23500,
1947,3,fe,ok,0,1,
1948,3,7f,ok,0,1,
1949,3,00,ok,0,23501,
1950,3,fe,ok,0,1,
1951,3,7f,ok,0,1,
1952,3,00,ok,0,23509,
1953,3,fe,ok,0,1,
1954,3,7f,ok,0,1,
1955,3,00,ok,0,23453,
1956,3,fe,ok,0,1,
1957,3,7f,ok,0,1,
1958,3,00,ok,0,23500,
1959,3,fe,ok,0,1,
1960,3,7f,ok,0,1,
1961,3,00,ok,0,23454,
1962,3,fe,ok,0,1,
1963,3,7f,ok,0,1,
1964,3,00,ok,0,23362,
1965,3,fe,ok,0,1,
1966,3,7f,ok,0,1,
1967,3,00,ok,0,23495,
1968,3,fe,ok,0,1,
1969,3,7f,ok,0,1,
1970,3,00,ok,0,23164,
1971,3,fe,ok,0,1,
1972,3,7f,ok,0,1,
1973,3,00,ok,0,23169,
1974,3,fe,ok,0,1,
1975,3,7f,ok,0,1,
1976,3,00,ok,0,23499,
1977,3,fe,ok,0,1,
1978,3,7f,ok,0,1,
1979,3,00,ok,0,23449,
1980,3,fe,ok,0,1,
1981,3,7f,ok,0,1,
1982,3,00,ok,0,23449,
1983,3,fe,ok,0,1,
1984,3,7f,ok,0,1,
1985,3,00,ok,0,23348,
1986,3,fe,ok,0,1,
1987,3,7f,ok,0,1,
1988,3,00,ok,0,23486,
1989,3,fe,ok,0,1,
1990,3,7f,ok,0,1,
1991,3,00,ok,0,23217,
1992,3,fe,ok,0,1,
1993,3,7f,ok,0,1,
1994,3,00,ok,0,23504,
1995,3,fe,ok,0,1,
1996,3,7f,ok,0,1,
1997,3,00,ok,0,23517,
1998,3,fe,ok,0,1,
1999,3,7f,ok,0,1,
2000,3,00,ok,0,23453,
2001,3,fe,ok,0,1,
2002,3,7f,ok,0,1,
2003,3,00,ok,0,23505,
2004,3,fe,ok,0,1,
2005,3,7f,ok,0,1,
2006,3,00,ok,0,23504,
2007,3,fe,ok,0,1,
2008,3,7f,ok,0,1,
2009,3,00,ok,0,23109,
2010,3,fe,ok,0,1,
2011,3,7f,ok,0,1,
2012,3,00,ok,0,23492,
2013,3,fe,ok,0,1,
2014,3,7f,ok,0,1,
2015,3,00,ok,0,23449,
2016,3,fe,ok,0,1,
2017,3,7f,ok,0,1,
2018,3,00,ok,0,23491,
2019,3,fe,ok,0,1,
2020,3,7f,ok,0,1,
2021,3,00,ok,0,23499,
2022,3,fe,ok,0,1,
2023,3,7f,ok,0,1,
2024,3,00,ok,0,23480,
2025,3,fe,ok,0,1,
2026,3,7f,ok,0,1,
2027,3,00,ok,0,23398,
2028,3,fe,ok,0,1,
2029,3,7f,ok,0,1,
2030,3,00,ok,0,23221,
2031,3,fe,ok,0,1,
2032,3,7f,ok,0,1,
2033,3,00,ok,0,23496,
2034,3,fe,ok,0,1,
2035,3,7f,ok,0,1,
2036,3,00,ok,0,23506,
2037,3,fe,ok,0,1,
2038,3,7f,ok,0,1,
2039,3,00,ok,0,23439,
2040,3,fe,ok,0,1,
2041,3,7f,ok,0,1,
2042,3,00,ok,0,23509,
2043,3,fe,ok,0,1,
2044,3,7f,ok,0,1,
2045,3,00,ok,0,23519,
2046,3,fe,ok,0,1,
2047,3,7f,ok,0,1,
2048,3,00,ok,0,23360,
2049,3,fe,ok,0,1,
2050,3,7f,ok,0,1,
2051,3,00,ok,0,23496,
2052,3,fe,ok,0,1,
2053,3,7f,ok,0,1,
2054,3,00,ok,0,23513,
2055,3,fe,ok,0,1,
2056,3,7f,ok,0,1,
2057,3,00,ok,0,23502,
2058,3,fe,ok,0,1,
2059,3,7f,ok,0,1,
2060,3,00,ok,0,23154,
2061,3,fe,ok,0,1,
2062,3,7f,ok,0,1,
2063,3,00,ok,0,23510,
2064,3,fe,ok,0,1,
2065,3,7f,ok,0,1,
2066,3,00,ok,0,23508,
2067,3,fe,ok,0,1,
2068,3,7f,ok,0,1,
2069,3,00,ok,0,23440,
2070,3,fe,ok,0,1,
2071,3,7f,ok,0,1,
2072,3,00,ok,0,23489,
2073,3,fe,ok,0,1,
2074,3,7f,ok,0,1,
2075,3,00,ok,0,23497,
2076,3,fe,ok,0,1,
2077,3,7f,ok,0,1,
2078,3,00,ok,0,23453,
2079,3,fe,ok,0,1,
2080,3,7f,ok,0,1,
2081,3,00,ok,0,23442,
2082,3,fe,ok,0,1,
2083,3,7f,ok,0,1,
2084,3,00,ok,0,23453,
2085,3,fe,ok,0,1,
2086,3,7f,ok,0,1,
2087,3,00,ok,0,23510,
2088,3,fe,ok,0,1,
2089,3,7f,ok,0,1,
2090,3,00,ok,0,23438,
2091,3,fe,ok,0,1,
2092,3,7f,ok,0,1,
2093,3,00,ok,0,23171,
2094,3,fe,ok,0,1,
2095,3,7f,ok,0,1,
2096,3,00,ok,0,23443,
2097,3,fe,ok,0,1,
2098,3,7f,ok,0,1,
2099,3,00,ok,0,23514,
2100,3,fe,ok,0,1,
2101,3,7f,ok,0,1,
2102,3,00,ok,0,23438,
2103,3,fe,ok,0,1,
2104,3,7f,ok,0,1,
2105,3,00,ok,0,23439,
2106,3,fe,ok,0,1,
2107,3,7f,ok,0,1,
2108,3,00,ok,0,23151,
2109,3,fe,ok,0,1,
2110,3,7f,ok,0,1,
2111,3,00,ok,0,23501,
2112,3,fe,ok,0,1,
2113,3,7f,ok,0,1,
2114,3,00,ok,0,23488,
2115,3,fe,ok,0,1,
2116,3,7f,ok,0,1,
2117,3,00,ok,0,23502,
2118,3,fe,ok,0,1,
2119,3,7f,ok,0,1,
2120,3,00,ok,0,23440,
2121,3,fe,ok,0,1,
2122,3,7f,ok,0,1,
2123,3,00,ok,0,23449,
2124,3,fe,ok,0,1,
2125,3,7f,ok,0,1,
2126,3,00,ok,0,23499,
2127,3,fe,ok,0,1,
2128,3,7f,ok,0,1,
2129,3,00,ok,0,23341,
2130,3,fe,ok,0,1,
2131,3,7f,ok,0,1,
2132,3,00,ok,0,23517,
2133,3,fe,ok,0,1,
2134,3,7f,ok,0,1,
2135,3,00,ok,0,23504,
2136,3,fe,ok,0,1,
2137,3,7f,ok,0,1,
2138,3,00,ok,0,23439,
2139,3,fe,ok,0,1,
2140,3,7f,ok,0,1,
2141,3,00,ok,0,23495,
2142,3,fe,ok,0,1,
2143,3,7f,ok,0,1,
2144,3,00,ok,0,23440,
2145,3,fe,ok,0,1,
2146,3,7f,ok,0,1,
2147,3,00,ok,0,23491,
2148,3,fe,ok,0,1,
2149,3,7f,ok,0,1,
2150,3,00,ok,0,23264,
2151,3,fe,ok,0,1,
2152,3,7f,ok,0,1,
2153,3,00,ok,0,23500,
2154,3,fe,ok,0,1,
2155,3,7f,ok,0,1,
2156,3,00,ok,0,23503,
2157,3,fe,ok,0,1,
2158,3,7f,ok,0,1,
2159,3,00,ok,0,23505,
2160,3,fe,ok,0,1,
2161,3,7f,ok,0,1,
2162,3,00,ok,0,23519,
2163,3,fe,ok,0,1,
2164,3,7f,ok,0,1,
2165,3,00,ok,0,23336,
2166,3,fe,ok,0,1,
2167,3,7f,ok,0,1,
2168,3,00,ok,0,23489,
2169,3,fe,ok,0,1,
2170,3,7f,ok,0,1,
2171,3,00,ok,0,23231,
2172,3,fe,ok,0,1,
2173,3,7f,ok,0,1,
2174,3,00,ok,0,23505,
2175,3,fe,ok,0,1,
2176,3,7f,ok,0,1,
2177,3,00,ok,0,23346,
2178,3,fe,ok,0,1,
2179,3,7f,ok,0,1,
2180,3,00,ok,0,23428,
2181,3,fe,ok,0,1,
2182,3,7f,ok,0,1,
2183,3,00,ok,0,23342,
2184,3,fe,ok,0,1,
2185,3,7f,ok,0,1,
2186,3,00,ok,0,23440,
2187,3,fe,ok,0,1,
2188,3,7f,ok,0,1,
2189,3,00,ok,0,23510,
2190,3,fe,ok,0,1,
2191,3,7f,ok,0,1,
2192,3,00,ok,0,23500,
2193,3,fe,ok,0,1,
2194,3,7f,ok,0,1,
2195,3,00,ok,0,23524,
2196,3,fe,ok,0,1,
2197,3,7f,ok,0,1,
2198,3,00,ok,0,23437,
2199,3,fe,ok,0,1,
2200,3,7f,ok,0,1,
2201,3,00,ok,0,23449,
2202,3,fe,ok,0,1,
2203,3,7f,ok,0,1,
2204,3,00,ok,0,23234,
2205,3,fe,ok,0,1,
2206,3,7f,ok,0,1,
2207,3,00,ok,0,23511,
2208,3,fe,ok,0,1,
2209,3,7f,ok,0,1,
2210,3,00,ok,0,23436,
2211,3,fe,ok,0,1,
2212,3,7f,ok,0,1,
2213,3,00,ok,0,23383,
2214,3,fe,ok,0,1,
2215,3,7f,ok,0,1,
2216,3,00,ok,0,23453,
2217,3,fe,ok,0,1,
2218,3,7f,ok,0,1,
2219,3,00,ok,0,23495,
2220,3,fe,ok,0,1,
2221,3,7f,ok,0,1,
2222,3,00,ok,0,23509,
2223,3,fe,ok,0,1,
2224,3,7f,ok,0,1,
2225,3,00,ok,0,23224,
2226,3,fe,ok,0,1,
2227,3,7f,ok,0,1,
2228,3,00,ok,0,23453,
2229,3,fe,ok,0,1,
2230,3,7f,ok,0,1,
2231,3,00,ok,0,23383,
2232,3,fe,ok,0,1,
2233,3,7f,ok,0,1,
2234,3,00,ok,0,23397,
2235,3,fe,ok,0,1,
2236,3,7f,ok,0,1,
2237,3,00,ok,0,23453,
2238,3,fe,ok,0,1,
2239,3,7f,ok,0,1,
2240,3,00,ok,0,23471,
2241,3,fe,ok,0,1,
2242,3,7f,ok,0,1,
2243,3,00,ok,0,23176,
2244,3,fe,ok,0,1,
2245,3,7f,ok,0,1,
2246,3,00,ok,0,23435,
2247,3,fe,ok,0,1,
2248,3,7f,ok,0,1,
2249,3,00,ok,0,23164,
2250,3,fe,ok,0,1,
2251,3,7f,ok,0,1,
2252,3,00,ok,0,23453,
2253,3,fe,ok,0,1,
2254,3,7f,ok,0,1,
2255,3,00,ok,0,23476,
2256,3,fe,ok,0,1,
2257,3,7f,ok,0,1,
2258,3,00,ok,0,23342,
2259,3,fe,ok,0,1,
2260,3,7f,ok,0,1,
2261,3,00,ok,0,23501,
2262,3,fe,ok,0,1,
2263,3,7f,ok,0,1,
2264,3,00,ok,0,23498,
2265,3,fe,ok,0,1,
2266,3,7f,ok,0,1,
2267,3,00,ok,0,23506,
2268,3,fe,ok,0,1,
2269,3,7f,ok,0,1,
2270,3,00,ok,0,23506,
2271,3,fe,ok,0,1,
2272,3,7f,ok,0,1,
2273,3,00,ok,0,23364,
2274,3,fe,ok,0,1,
2275,3,7f,ok,0,1,
2276,3,00,ok,0,23517,
2277,3,fe,ok,0,1,
2278,3,7f,ok,0,1,
2279,3,00,ok,0,23444,
2280,3,fe,ok,0,1,
2281,3,7f,ok,0,1,
2282,3,00,ok,0,23237,
2283,3,fe,ok,0,1,
2284,3,7f,ok,0,1,
2285,3,00,ok,0,23438,
2286,3,fe,ok,0,1,
2287,3,7f,ok,0,1,
2288,3,00,ok,0,23439,
2289,3,fe,ok,0,1,
2290,3,7f,ok,0,1,
2291,3,00,ok,0,23449,
2292,3,fe,ok,0,1,
2293,3,7f,ok,0,1,
2294,3,00,ok,0,23450,
2295,3,fe,ok,0,1,
2296,3,7f,ok,0,1,
2297,3,00,ok,0,23442,
2298,3,fe,ok,0,1,
2299,3,7f,ok,0,1,
2300,3,00,ok,0,23504,
2301,3,fe,ok,0,1,
2302,3,7f,ok,0,1,
2303,3,00,ok,0,23372,
2304,3,fe,ok,0,1,
2305,3,7f,ok,0,1,
2306,3,00,ok,0,23504,
2307,3,fe,ok,0,1,
2308,3,7f,ok,0,1,
2309,3,00,ok,0,23351,
2310,3,fe,ok,0,1,
2311,3,7f,ok,0,1,
2312,3,00,ok,0,23453,
2313,3,fe,ok,0,1,
2314,3,7f,ok,0,1,
2315,3,00,ok,0,23236,
2316,3,fe,ok,0,1,
2317,3,7f,ok,0,1,
2318,3,00,ok,0,23163,
2319,3,fe,ok,0,1,
2320,3,7f,ok,0,1,
2321,3,00,ok,0,23336,
2322,3,fe,ok,0,1,
2323,3,7f,ok,0,1,
2324,3,00,ok,0,23501,
2325,3,fe,ok,0,1,
2326,3,7f,ok,0,1,
2327,3,00,ok,0,23351,
2328,3,fe,ok,0,1,
2329,3,7f,ok,0,1,
2330,3,00,ok,0,23351,
2331,3,fe,ok,0,1,
2332,3,7f,ok,0,1,
2333,3,00,ok,0,23510,
2334,3,fe,ok,0,1,
2335,3,7f,ok,0,1,
2336,3,00,ok,0,23448,
2337,3,fe,ok,0,1,
2338,3,7f,ok,0,1,
2339,3,00,ok,0,23507,
2340,3,fe,ok,0,1,
2341,3,7f,ok,0,1,
2342,3,00,ok,0,23512,
2343,3,fe,ok,0,1,
2344,3,7f,ok,0,1,
2345,3,00,ok,0,23337,
2346,3,fe,ok,0,1,
2347,3,7f,ok,0,1,
2348,3,00,ok,0,23499,
2349,3,fe,ok,0,1,
2350,3,7f,ok,0,1,
2351,3,00,ok,0,23481,
2352,3,fe,ok,0,1,
2353,3,7f,ok,0,1,
2354,3,00,ok,0,23453,
2355,3,fe,ok,0,1,
2356,3,7f,ok,0,1,
2357,3,00,ok,0,23511,
2358,3,fe,ok,0,1,
2359,3,7f,ok,0,1,
2360,3,00,ok,0,23454,
2361,3,fe,ok,0,1,
2362,3,7f,ok,0,1,
2363,3,00,ok,0,23237,
2364,3,fe,ok,0,1,
2365,3,7f,ok,0,1,
2366,3,00,ok,0,23484,
2367,3,fe,ok,0,1,
2368,3,7f,ok,0,1,
2369,3,00,ok,0,23488,
2370,3,fe,ok,0,1,
2371,3,7f,ok,0,1,
2372,3,00,ok,0,23168,
2373,3,fe,ok,0,1,
2374,3,7f,ok,0,1,
2375,3,00,ok,0,23449,
2376,3,fe,ok,0,1,
2377,3,7f,ok,0,1,
2378,3,00,ok,0,23499,
2379,3,fe,ok,0,1,
2380,3,7f,ok,0,1,
2381,3,00,ok,0,23453,
2382,3,fe,ok,0,1,
2383,3,7f,ok,0,1,
2384,3,00,ok,0,23507,
2385,3,fe,ok,0,1,
2386,3,7f,ok,0,1,
2387,3,00,ok,0,23518,
2388,3,fe,ok,0,1,
2389,3,7f,ok,0,1,
2390,3,00,ok,0,23184,
2391,3,fe,ok,0,1,
2392,3,7f,ok,0,1,
2393,3,00,ok,0,23500,
2394,3,fe,ok,0,1,
2395,3,7f,ok,0,1,
2396,3,00,ok,0,23476,
2397,3,fe,ok,0,1,
2398,3,7f,ok,0,1,
2399,3,00,ok,0,23454,
2400,3,fe,ok,0,1,
2401,3,7f,ok,0,1,
2402,3,00,ok,0,23299,
2403,3,fe,ok,0,1,
2404,3,7f,ok,0,1,
2405,3,00,ok,0,23451,
2406,3,fe,ok,0,1,
2407,3,7f,ok,0,1,
2408,3,00,ok,0,23218,
2409,3,fe,ok,0,1,
2410,3,7f,ok,0,1,
2411,3,00,ok,0,23439,
2412,3,fe,ok,0,1,
2413,3,7f,ok,0,1,
2414,3,00,ok,0,23448,
2415,3,fe,ok,0,1,
2416,3,7f,ok,0,1,
2417,3,00,ok,0,23497,
2418,3,fe,ok,0,1,
2419,3,7f,ok,0,1,
2420,3,00,ok,0,23440,
2421,3,fe,ok,0,1,
2422,3,7f,ok,0,1,
2423,3,00,ok,0,23448,
2424,3,fe,ok,0,1,
2425,3,7f,ok,0,1,
2426,3,00,ok,0,23376,
2427,3,fe,ok,0,1,
2428,3,7f,ok,0,1,
2429,3,00,ok,0,23454,
2430,3,fe,ok,0,1,
2431,3,7f,ok,0,1,
2432,3,00,ok,0,23478,
2433,3,fe,ok,0,1,
2434,3,7f,ok,0,1,
2435,3,00,ok,0,23390,
2436,3,fe,ok,0,1,
2437,3,7f,ok,0,1,
2438,3,00,ok,0,23497,
2439,3,fe,ok,0,1,
2440,3,7f,ok,0,1,
2441,3,00,ok,0,23436,
2442,3,fe,ok,0,1,
2443,3,7f,ok,0,1,
2444,3,00,ok,0,23450,
2445,3,fe,ok,0,1,
2446,3,7f,ok,0,1,
2447,3,00,ok,0,23493,
2448,3,fe,ok,0,1,
2449,3,7f,ok,0,1,
2450,3,00,ok,0,23509,
2451,3,fe,ok,0,1,
2452,3,7f,ok,0,1,
2453,3,00,ok,0,23503,
2454,3,fe,ok,0,1,
2455,3,7f,ok,0,1,
2456,3,00,ok,0,23486,
2457,3,fe,ok,0,1,
2458,3,7f,ok,0,1,
2459,3,00,ok,0,23495,
2460,3,fe,ok,0,1,
2461,3,7f,ok,0,1,
2462,3,00,ok,0,23506,
2463,3,fe,ok,0,1,
2464,3,7f,ok,0,1,
2465,3,00,ok,0,23438,
2466,3,fe,ok,0,1,
2467,3,7f,ok,0,1,
2468,3,00,ok,0,23449,
2469,3,fe,ok,0,1,
2470,3,7f,ok,0,1,
2471,3,00,ok,0,23446,
2472,3,fe,ok,0,1,
2473,3,7f,ok,0,1,
2474,3,00,ok,0,23438,
2475,3,fe,ok,0,1,
2476,3,7f,ok,0,1,
2477,3,00,ok,0,23179,
2478,3,fe,ok,0,1,
2479,3,7f,ok,0,1,
2480,3,00,ok,0,23164,
2481,3,fe,ok,0,1,
2482,3,7f,ok,0,1,
2483,3,00,ok,0,23428,
2484,3,fe,ok,0,1,
2485,3,7f,ok,0,1,
2486,3,00,ok,0,23164,
2487,3,fe,ok,0,1,
2488,3,7f,ok,0,1,
2489,3,00,ok,0,23478,
2490,3,fe,ok,0,1,
2491,3,7f,ok,0,1,
2492,3,00,ok,0,23230,
2493,3,fe,ok,0,1,
2494,3,7f,ok,0,1,
2495,3,00,ok,0,23316,
2496,3,fe,ok,0,1,
2497,3,7f,ok,0,1,
2498,3,00,ok,0,23168,
2499,3,fe,ok,0,1,
2500,3,7f,ok,0,1,
2501,3,00,ok,0,23352,
2502,3,fe,ok,0,1,
2503,3,7f,ok,0,1,
2504,3,00,ok,0,23403,
2505,3,fe,ok,0,1,
2506,3,7f,ok,0,1,
2507,3,00,ok,0,23491,
2508,3,fe,ok,0,1,
2509,3,7f,ok,0,1,
2510,3,00,ok,0,23504,
2511,3,fe,ok,0,1,
2512,3,7f,ok,0,1,
2513,3,00,ok,0,23448,
2514,3,fe,ok,0,1,
2515,3,7f,ok,0,1,
2516,3,00,ok,0,23348,
2517,3,fe,ok,0,1,
2518,3,7f,ok,0,1,
2519,3,00,ok,0,23368,
2520,3,fe,ok,0,1,
2521,3,7f,ok,0,1,
2522,3,00,ok,0,23521,
2523,3,fe,ok,0,1,
2524,3,7f,ok,0,1,
2525,3,00,ok,0,23500,
2526,3,fe,ok,0,1,
2527,3,7f,ok,0,1,
2528,3,00,ok,0,23419,
2529,3,fe,ok,0,1,
2530,3,7f,ok,0,1,
2531,3,00,ok,0,23440,
2532,3,fe,ok,0,1,
2533,3,7f,ok,0,1,
2534,3,00,ok,0,23440,
2535,3,fe,ok,0,1,
2536,3,7f,ok,0,1,
2537,3,00,ok,0,23367,
2538,3,fe,ok,0,1,
2539,3,7f,ok,0,1,
2540,3,00,ok,0,23473,
2541,3,fe,ok,0,1,
2542,3,7f,ok,0,1,
2543,3,00,ok,0,23357,
2544,3,fe,ok,0,1,
2545,3,7f,ok,0,1,
2546,3,00,ok,0,23357,
2547,3,fe,ok,0,1,
2548,3,7f,ok,0,1,
2549,3,00,ok,0,23431,
2550,3,fe,ok,0,1,
2551,3,7f,ok,0,1,
2552,3,00,ok,0,23503,
2553,3,fe,ok,0,1,
2554,3,7f,ok,0,1,
2555,3,00,ok,0,23392,
2556,3,fe,ok,0,1,
2557,3,7f,ok,0,1,
2558,3,00,ok,0,23509,
2559,3,fe,ok,0,1,
2560,3,7f,ok,0,1,
2561,3,00,ok,0,23501,
2562,3,fe,ok,0,1,
2563,3,7f,ok,0,1,
2564,3,00,ok,0,23416,
2565,3,fe,ok,0,1,
2566,3,7f,ok,0,1,
2567,3,00,ok,0,23522,
2568,3,fe,ok,0,1,
2569,3,7f,ok,0,1,
2570,3,00,ok,0,23440,
2571,3,fe,ok,0,1,
2572,3,7f,ok,0,1,
2573,3,00,ok,0,23417,
2574,3,fe,ok,0,1,
2575,3,7f,ok,0,1,
2576,3,00,ok,0,23503,
2577,3,fe,ok,0,1,
2578,3,7f,ok,0,1,
2579,3,00,ok,0,23348,
2580,3,fe,ok,0,1,
2581,3,7f,ok,0,1,
2582,3,00,ok,0,23523,
2583,3,fe,ok,0,1,
2584,3,7f,ok,0,1,
2585,3,00,ok,0,23249,
2586,3,fe,ok,0,1,
2587,3,7f,ok,0,1,
2588,3,00,ok,0,23512,
2589,3,fe,ok,0,1,
2590,3,7f,ok,0,1,
2591,3,00,ok,0,23291,
2592,3,fe,ok,0,1,
2593,3,7f,ok,0,1,
2594,3,00,ok,0,23503,
2595,3,fe,ok,0,1,
2596,3,7f,ok,0,1,
2597,3,00,ok,0,23497,
2598,3,fe,ok,0,1,
2599,3,7f,ok,0,1,
2600,3,00,ok,0,23499,
2601,3,fe,ok,0,1,
2602,3,7f,ok,0,1,
2603,3,00,ok,0,23505,
2604,3,fe,ok,0,1,
2605,3,7f,ok,0,1,
2606,3,00,ok,0,23499,
2607,3,fe,ok,0,1,
2608,3,7f,ok,0,1,
2609,3,00,ok,0,23083,
2610,3,fe,ok,0,1,
2611,3,7f,ok,0,1,
2612,3,00,ok,0,23503,
2613,3,fe,ok,0,1,
2614,3,7f,ok,0,1,
2615,3,00,ok,0,23454,
2616,3,fe,ok,0,1,
2617,3,7f,ok,0,1,
2618,3,00,ok,0,23413,
2619,3,fe,ok,0,1,
2620,3,7f,ok,0,1,
2621,3,00,ok,0,23453,
2622,3,fe,ok,0,1,
2623,3,7f,ok,0,1,
2624,3,00,ok,0,23443,
2625,3,fe,ok,0,1,
2626,3,7f,ok,0,1,
2627,3,00,ok,0,23182,
2628,3,fe,ok,0,1,
2629,3,7f,ok,0,1,
2630,3,00,ok,0,23448,
2631,3,fe,ok,0,1,
2632,3,7f,ok,0,1,
2633,3,00,ok,0,23496,
2634,3,fe,ok,0,1,
2635,3,7f,ok,0,1,
2636,3,00,ok,0,23404,
2637,3,fe,ok,0,1,
2638,3,7f,ok,0,1,
2639,3,00,ok,0,23444,
2640,3,fe,ok,0,1,
2641,3,7f,ok,0,1,
2642,3,00,ok,0,23449,
2643,3,fe,ok,0,1,
2644,3,7f,ok,0,1,
2645,3,00,ok,0,23493,
2646,3,fe,ok,0,1,
2647,3,7f,ok,0,1,
2648,3,00,ok,0,23323,
2649,3,fe,ok,0,1,
2650,3,7f,ok,0,1,
2651,3,00,ok,0,23453,
2652,3,fe,ok,0,1,
2653,3,7f,ok,0,1,
2654,3,00,ok,0,23227,
2655,3,fe,ok,0,1,
2656,3,7f,ok,0,1,
2657,3,00,ok,0,23518,
2658,3,fe,ok,0,1,
2659,3,7f,ok,0,1,
2660,3,00,ok,0,23332,
2661,3,fe,ok,0,1,
2662,3,7f,ok,0,1,
2663,3,00,ok,0,23224,
2664,3,fe,ok,0,1,
2665,3,7f,ok,0,1,
